ph,hardness,tds,chlorine,sulfate,conductivity,organic_carbon,trihalomethanes,turbidity,potability
8.68,251.15,108.72,3.11,18.03,1067.0,1.05,65.21,3.06,0
7.81,376.71,799.85,1.82,59.84,2088.34,2.77,11.17,5.36,0
7.05,142.7,67.12,1.15,140.98,2644.98,10.89,86.97,3.77,0
7.29,222.69,312.11,3.07,,839.74,11.18,62.42,2.42,0
8.26,303.94,189.24,0.3,58.34,2124.27,11.38,36.12,3.33,0
9.73,140.75,111.49,2.72,405.98,345.02,10.27,73.67,4.23,0
7.62,353.44,619.15,3.13,172.18,1720.55,8.38,4.93,2.95,0
8.46,240.72,383.63,2.52,217.6,1027.08,2.33,12.83,0.41,0
5.52,44.59,280.82,1.87,350.77,1028.08,4.41,18.72,1.95,0
7.95,103.02,379.45,7.67,235.18,685.98,9.56,56.81,3.04,0
7.13,44.23,60.21,0.54,107.07,96.97,4.98,63.34,1.48,0
7.31,225.22,83.98,1.86,334.66,1322.78,6.23,45.34,8.87,0
8.09,296.63,188.83,1.45,360.76,27600.1,5.18,118.5,4.67,0
5.74,279.81,481.69,4.33,240.23,2356.31,7.84,82.52,1.82,0
7.67,129.51,100.14,1.55,209.41,101.33,11.58,35.7,3.24,0
8.31,237.89,227.82,3.58,207.2,1870.04,5.85,94.5,3.46,0
6.97,102.9,178.71,1.16,324.65,87.2,9.27,6.15,5.04,0
7.08,467.01,193.5,0.48,573.26,865.78,5.42,59.17,4.32,0
5.27,349.21,234.02,0.06,181.85,1237.16,8.33,23.0,2.51,0
6.25,71.07,300.01,1.01,147.61,2164.73,10.25,94.03,0.86,0
7.98,269.69,259.9,2.73,147.83,1970.17,9.66,84.26,2.33,0
5.96,102.02,913.05,1.98,517.73,2541.74,8.23,2.97,0.47,0
6.09,55.47,506.9,3.95,126.33,1208.97,2.58,12.88,2.41,0
7.58,716.35,236.55,3.75,109.3,2764.3,8.05,76.89,2.08,0
8.1,417.94,287.49,0.45,263.7,2517.25,5.13,54.76,1.02,0
7.41,218.73,140.09,0.15,222.79,1261.39,8.2,41.93,11.61,0
6.41,131.98,330.19,3.63,283.47,255.77,1.61,2.71,1.47,1
6.17,196.46,156.8,1.13,150.66,88.48,1.42,93.04,8.12,0
8.14,321.95,60.85,0.28,669.73,278.75,6.64,29.76,3.22,0
5.83,163.31,263.39,1.84,344.82,2146.44,9.58,3.85,5.01,0
5.37,384.42,134.85,2.78,65.38,2210.95,9.24,86.04,4.67,0
7.38,177.65,680.83,2.68,411.23,2455.39,16.49,52.1,5.26,0
6.8,273.82,325.79,3.15,133.85,2646.43,2.74,51.82,4.94,0
6.43,319.81,521.11,3.22,67.65,23.04,11.53,131.15,1.61,0
7.72,152.25,19.82,2.78,478.68,808.1,9.03,81.89,1.43,0
9.28,61.71,334.58,3.09,478.55,2107.6,12.98,83.51,2.03,0
8.26,347.57,196.98,4.17,329.96,1122.6,11.31,84.6,8.63,0
7.29,102.97,127.43,7.93,602.67,2089.37,5.75,46.6,0.63,0
7.22,319.15,142.03,2.53,54.0,2126.69,2.58,46.28,1.63,0
7.28,1052.64,872.98,2.33,210.88,1354.65,5.32,8.09,1.68,0
7.62,279.49,258.22,3.3,,1326.27,8.15,5.93,5.26,0
6.96,303.9,1053.55,0.43,305.91,2496.29,10.12,29.65,1.8,0
9.54,373.38,249.86,4.04,288.33,1806.09,13.66,60.9,0.61,0
5.28,485.72,237.28,2.56,315.84,693.55,5.83,67.03,4.73,0
6.2,754.01,922.21,4.33,364.46,1818.87,4.07,30.22,0.23,0
5.68,245.57,12.28,0.15,370.76,2347.23,8.91,51.77,4.91,0
8.15,284.41,797.97,1.88,308.63,2065.56,5.43,196.0,3.74,0
6.68,229.71,392.96,1.4,117.81,660.24,8.26,1.45,1.31,0
6.59,306.11,111.75,2.65,85.02,141.32,3.42,113.21,4.85,0
6.34,188.56,276.13,2.08,132.69,30813.43,2.33,40.9,2.69,0
7.72,359.35,60.66,2.8,115.46,2360.94,1.53,96.2,3.84,0
7.32,287.99,,0.66,115.37,1357.97,11.52,4.72,0.02,0
8.02,192.67,164.25,1.74,175.55,2065.96,8.41,126.52,3.25,0
6.33,289.3,206.05,1.91,123.05,2308.34,11.31,67.93,0.36,0
8.18,201.5,387.04,3.59,52.86,2338.6,8.81,77.95,1.22,0
7.55,60.78,152.28,3.54,360.61,382.9,10.64,21.81,2.27,0
7.4,552.7,,3.68,205.7,2404.14,1.98,61.64,1.26,0
8.03,100.12,153.49,2.34,137.81,748.98,2.11,2.87,1.83,1
6.81,752.23,942.67,2.81,375.82,2740.17,7.58,8.42,1.65,0
5.08,240.8,138.42,4.56,93.49,2738.27,11.34,18.19,2.75,0
9.8,539.24,678.74,0.75,209.61,201.82,8.0,119.73,0.9,0
,92.13,63.6,1.98,429.62,2220.5,3.92,53.72,1.3,0
7.36,113.38,259.34,3.08,203.17,,6.59,81.46,4.71,1
6.19,276.81,499.07,8.8,231.1,1808.03,2.25,92.47,3.94,0
8.35,311.76,123.54,2.35,103.26,1404.2,10.33,95.73,1.83,0
6.07,41.26,658.31,0.93,90.58,227.28,8.36,105.5,4.15,0
7.99,281.9,296.52,4.32,2.3,984.05,3.68,100.3,3.25,0
6.35,107.2,316.37,3.19,210.02,20022.31,10.54,112.24,1.03,0
8.72,49.52,313.8,4.27,486.05,446.8,15.77,95.65,3.89,0
6.42,411.4,447.47,0.01,266.47,22659.58,6.96,21.05,2.42,0
6.72,117.44,201.06,0.83,209.16,2559.57,9.33,123.98,4.38,0
8.41,141.95,198.35,1.57,366.37,1719.71,14.09,110.46,1.55,0
8.34,251.9,598.22,4.21,208.42,2641.36,10.42,207.2,4.76,0
6.53,143.03,347.54,1.73,187.73,2649.87,6.53,44.89,2.68,0
7.81,102.05,153.24,4.17,159.57,2183.51,3.63,56.43,3.62,0
9.54,808.27,630.04,1.08,467.46,1333.69,7.08,3.73,5.14,0
7.72,308.64,467.63,3.32,287.73,1714.12,1.36,62.79,4.43,0
6.12,314.95,270.43,1.96,49.44,608.82,10.64,85.06,2.8,0
7.75,944.53,183.83,2.2,62.05,2520.62,7.73,44.09,5.0,0
5.36,958.44,303.07,0.69,126.94,185.7,11.78,2.08,10.91,0
6.25,226.58,209.22,3.85,512.71,112.22,2.35,125.75,1.24,0
8.32,136.89,251.52,0.41,162.85,2284.68,6.85,47.36,2.25,0
6.16,99.99,140.79,4.46,265.81,1734.12,13.41,40.19,5.37,0
7.56,221.09,218.38,3.37,139.07,570.68,10.09,96.72,0.05,0
7.26,743.11,397.19,4.26,290.53,2609.55,2.21,28.83,1.39,0
7.05,198.71,327.75,1.66,330.41,545.78,2.32,75.4,1.14,1
6.02,189.03,171.85,3.24,239.15,636.71,9.27,90.29,0.88,1
7.67,406.11,938.94,1.29,197.31,209.89,7.49,220.57,4.11,0
6.71,239.15,286.77,2.16,,2313.29,0.25,6.24,0.21,0
6.8,115.69,913.87,0.87,327.2,2488.92,5.54,7.09,1.66,0
5.22,408.05,631.35,1.34,70.03,1629.23,10.77,20.97,1.14,0
7.85,882.99,,3.31,93.59,667.84,7.01,49.38,3.06,0
7.91,364.23,779.69,3.12,62.47,1518.58,5.17,88.78,2.53,0
6.47,286.94,28.18,4.03,136.2,1788.5,6.39,26.35,9.97,0
7.64,441.31,201.95,0.58,320.32,189.89,5.32,75.34,2.67,0
9.03,100.92,106.89,3.24,344.4,319.4,9.12,95.53,0.35,0
7.3,183.81,125.12,3.02,353.25,1077.2,2.44,122.64,1.02,0
7.82,256.8,164.82,1.54,57.16,2702.86,9.46,162.28,12.96,0
5.45,68.86,859.48,3.27,262.53,1857.91,4.33,108.96,0.98,0
7.75,84.25,314.46,0.02,420.39,855.54,1.14,105.38,1.26,0
5.47,297.68,335.83,1.59,167.84,559.06,7.31,186.85,2.87,0
8.39,298.0,332.31,1.69,345.78,455.54,2.96,68.34,5.08,0
6.83,710.91,299.01,4.09,125.42,1917.36,6.78,91.12,2.83,0
6.29,420.49,350.84,2.93,392.43,2107.8,9.92,195.81,0.65,0
6.33,135.74,174.05,0.94,372.18,2348.5,5.16,123.02,1.27,0
8.14,157.05,205.67,2.69,302.7,1507.8,2.28,48.88,1.99,1
6.91,1016.75,171.53,4.0,240.01,2459.35,13.31,10.74,5.0,0
7.62,405.54,568.17,1.27,306.35,728.15,5.24,39.67,1.4,0
8.38,101.77,104.09,3.89,290.53,784.32,3.83,113.26,1.63,0
8.03,43.65,164.3,3.05,366.06,2008.5,7.01,128.24,3.85,0
6.28,770.75,220.37,1.32,378.16,1696.93,2.5,47.4,1.97,0
7.88,417.09,373.94,8.27,355.03,275.22,3.3,119.89,13.17,0
6.42,272.78,166.13,3.51,90.4,1274.74,8.03,95.7,0.06,1
7.25,462.1,190.46,2.86,268.62,252.53,5.91,48.74,0.09,0
8.1,296.47,139.85,1.47,349.75,1067.17,5.05,166.01,3.49,0
6.01,442.62,,4.28,111.81,359.59,5.67,46.56,13.89,0
6.09,111.56,219.62,4.15,169.61,266.16,8.26,5.37,3.36,0
8.05,400.17,348.18,2.45,748.71,229.43,8.13,65.57,1.28,0
7.94,976.55,899.8,2.67,241.77,1665.43,9.82,87.77,4.3,0
8.46,320.18,437.09,3.99,,2151.93,11.22,117.02,4.57,0
8.49,419.51,285.22,4.13,222.06,2376.89,2.44,155.5,1.56,0
7.0,359.21,275.76,2.37,322.15,1682.57,9.83,71.13,2.18,1
7.53,150.73,686.58,4.15,150.87,2583.75,8.65,73.56,1.54,0
8.0,157.54,268.32,3.27,79.97,91.76,9.37,52.96,4.65,1
6.35,374.84,407.06,3.78,222.91,969.81,4.31,62.57,5.23,0
9.69,323.77,64.64,2.95,192.83,2593.82,6.72,5.54,3.11,0
8.33,202.36,,2.04,235.82,1705.81,11.44,39.44,3.42,0
7.42,403.35,453.78,1.73,231.57,517.65,4.38,8.48,1.27,0
7.04,331.2,105.25,1.17,,826.21,8.25,89.59,1.84,1
8.12,1072.16,246.6,3.48,103.24,981.56,9.99,172.63,2.02,0
5.54,272.35,830.4,3.8,172.41,1995.78,0.83,54.75,2.23,0
7.36,387.92,184.78,2.65,51.16,310.41,5.36,162.6,4.43,0
7.46,308.64,357.26,3.28,371.6,1345.85,3.61,59.36,3.41,0
5.52,237.06,529.16,0.28,123.68,1693.62,5.92,48.35,1.4,0
8.4,255.94,89.74,2.75,208.52,2009.95,7.49,79.75,2.54,0
7.05,219.46,169.23,0.93,246.8,1819.76,1.49,79.95,0.72,0
6.28,44.16,66.39,1.95,679.82,1066.27,17.34,87.02,5.4,0
6.4,127.75,238.14,3.86,197.21,156.68,8.06,85.0,2.3,1
7.43,361.08,237.2,0.57,50.2,1472.72,3.89,47.33,4.22,1
8.08,379.1,214.79,3.21,211.76,1467.75,3.23,6.25,4.19,1
7.2,220.25,140.7,2.91,152.04,2764.93,6.73,20.31,0.12,0
7.75,283.53,792.05,4.25,387.8,2050.24,5.71,196.77,3.05,0
5.08,117.64,86.89,0.85,142.15,1970.37,1.87,76.68,3.95,0
7.55,276.23,383.95,0.86,288.13,1470.45,6.29,117.06,3.96,0
5.29,393.76,794.85,0.29,256.11,1686.14,10.41,52.73,0.07,0
8.1,402.43,348.15,4.11,329.57,13553.56,5.65,68.15,2.72,0
8.1,673.68,199.01,0.92,174.97,4799.12,9.95,104.84,3.01,0
7.12,445.25,201.47,3.35,113.32,842.14,9.28,16.04,0.34,0
6.18,385.76,234.0,2.41,285.95,196.53,9.3,16.82,2.64,1
7.76,84.71,376.16,2.97,68.27,615.27,10.03,123.37,4.83,0
6.67,774.37,327.89,1.76,227.43,1595.65,5.03,53.91,1.54,0
5.18,683.12,107.94,1.56,79.85,1983.85,8.28,12.77,1.45,0
8.13,179.83,403.32,0.86,98.02,1754.82,7.64,82.94,3.7,0
7.43,245.01,376.04,0.05,18.91,1926.99,3.56,27.73,3.66,0
5.86,103.47,65.09,3.4,322.91,742.25,17.35,38.02,0.21,0
6.99,189.43,517.49,3.41,343.81,2459.29,8.57,66.66,4.28,0
6.24,63.25,158.62,1.79,194.82,1568.68,2.75,13.72,1.13,1
7.2,342.52,786.11,4.38,285.31,1498.61,7.22,67.19,4.03,0
6.66,379.16,144.06,1.63,268.32,1341.45,6.88,106.58,2.68,0
7.55,440.39,65.96,3.47,239.73,2158.49,0.5,18.85,3.18,0
8.98,881.41,315.27,0.83,334.85,2419.7,4.35,85.52,5.35,0
7.74,67.26,566.8,0.79,138.13,1130.31,11.08,38.25,4.01,0
6.21,117.2,299.16,1.88,548.42,2504.3,11.97,75.2,3.23,0
6.06,555.43,272.86,2.44,94.56,1270.06,9.63,86.74,0.33,0
6.6,100.93,219.02,3.42,370.34,663.66,9.08,123.94,1.68,0
6.14,44.65,561.81,1.29,223.08,2132.3,9.91,16.64,2.62,0
8.26,424.66,192.51,2.06,205.38,2016.85,9.96,0.48,0.97,0
5.17,150.98,87.02,3.22,203.16,1817.82,0.88,71.55,3.31,0
7.92,361.14,240.97,2.47,82.44,1769.56,9.47,218.07,0.8,0
6.66,58.65,195.62,1.15,378.12,2039.17,8.76,35.4,2.41,0
8.14,87.88,314.57,0.41,111.82,2545.06,4.25,194.55,3.59,0
6.8,142.29,347.97,1.13,212.35,1313.54,3.59,214.11,4.69,0
,380.02,318.48,3.33,5.19,2480.37,5.07,164.88,5.49,0
8.14,0.32,384.57,1.93,133.3,2202.38,4.05,5.72,0.3,0
6.81,725.89,206.96,3.8,191.51,2217.05,5.48,111.02,1.28,0
8.82,98.39,105.55,2.73,58.7,306.82,9.86,19.31,1.92,0
7.53,1044.62,67.64,2.94,85.51,1226.88,6.43,89.77,5.45,0
6.03,375.69,325.87,4.29,326.04,414.0,11.37,0.57,3.34,0
6.58,249.01,657.34,1.63,258.97,2559.29,9.08,89.22,0.77,0
6.14,433.75,1037.6,3.64,211.71,1159.04,7.06,91.05,2.21,0
9.51,221.87,339.09,2.08,216.98,942.02,9.18,52.86,3.13,0
6.78,326.94,124.62,1.59,156.13,94.99,2.78,6.4,0.15,1
7.64,405.92,335.72,4.12,203.12,2040.94,5.55,7.13,3.41,0
8.31,188.89,797.95,3.76,312.43,1428.49,2.89,32.43,1.19,0
7.56,1074.66,197.48,5.92,31.56,463.87,8.64,124.43,13.59,0
5.39,747.69,254.75,3.75,344.78,1372.78,7.63,173.38,3.45,0
7.44,151.43,621.84,3.85,103.62,2108.61,5.82,34.47,4.35,0
7.13,331.14,335.69,2.65,579.76,1214.38,4.84,124.78,1.82,0
6.5,228.0,10.23,1.75,73.97,1380.61,9.68,42.17,4.27,0
8.07,165.28,382.53,2.86,374.96,966.37,2.7,111.11,1.14,0
5.81,30.95,81.17,3.7,219.16,2430.98,9.91,15.09,5.04,0
7.14,219.16,390.2,2.26,399.51,896.25,11.16,129.63,2.05,0
6.96,66.87,219.32,4.19,608.24,2688.46,2.66,74.21,2.71,0
7.52,82.1,147.35,2.34,362.53,1536.76,6.0,206.01,1.61,0
6.68,270.66,622.96,0.95,168.98,618.57,5.94,104.31,1.04,0
5.28,412.52,124.84,0.45,268.09,1583.8,3.15,68.16,0.69,0
6.39,357.98,279.37,3.65,304.99,350.25,4.51,108.29,1.99,0
6.19,276.54,38.93,0.91,211.26,2445.34,6.77,26.47,8.35,0
8.11,48.89,465.74,3.16,104.81,896.77,7.59,128.83,1.32,0
7.9,136.1,164.79,3.35,156.15,2103.24,4.33,101.72,0.85,0
7.79,349.18,211.78,0.99,244.91,579.04,8.05,27.18,0.4,1
,588.81,293.43,0.69,170.39,1875.4,9.72,88.38,0.82,0
7.37,992.42,173.49,2.6,98.52,1003.39,8.28,53.47,0.12,0
7.2,43.49,1030.13,1.61,469.94,1877.67,5.62,32.21,0.07,0
5.13,319.19,932.32,4.24,51.01,2165.09,8.22,137.43,3.92,0
6.76,88.65,357.6,3.5,336.94,2149.11,8.52,73.74,2.67,0
8.3,138.36,180.05,1.85,285.56,377.18,0.7,82.94,1.1,1
6.51,250.67,66.29,3.14,144.91,,4.17,20.44,1.7,0
5.47,436.06,958.57,4.49,173.63,106.23,5.14,103.66,5.04,0
8.43,275.99,388.16,3.51,748.94,728.89,3.99,53.81,4.75,0
6.61,77.81,133.61,3.43,210.88,909.38,3.59,52.63,3.26,1
5.02,299.99,117.78,3.82,385.35,1955.21,3.81,97.08,1.19,0
,576.14,318.11,1.03,96.3,2115.17,7.32,10.57,3.39,0
6.15,83.47,638.53,0.3,131.65,2492.81,7.61,163.83,3.85,0
7.72,62.55,282.76,1.94,150.77,1596.56,2.82,35.63,3.32,1
8.39,439.57,1016.47,3.83,165.41,2142.99,9.09,9.11,4.22,0
8.51,182.6,214.53,0.58,216.29,1571.29,10.38,166.2,4.39,0
5.93,492.42,300.51,2.21,331.11,1224.51,0.73,162.48,1.2,0
8.08,184.56,344.83,0.3,242.75,2262.05,10.74,118.99,5.14,0
7.79,327.76,122.76,2.37,105.17,2114.88,11.2,73.47,2.6,0
7.45,247.13,284.31,0.05,256.87,260.91,9.51,12.3,2.49,1
5.88,337.4,477.73,4.47,217.94,895.06,11.4,4.05,3.54,0
7.65,247.18,167.63,7.07,130.49,2359.55,11.16,224.44,2.72,0
8.15,236.44,387.18,7.99,152.05,1556.73,6.94,58.87,4.02,0
5.31,66.36,916.08,3.92,680.35,2430.13,10.92,37.28,0.62,0
8.27,322.78,340.44,1.58,211.73,692.45,10.37,70.24,5.65,0
8.26,367.65,388.07,2.91,355.94,2612.94,0.51,69.05,5.46,0
7.08,88.08,192.96,3.83,193.39,764.22,5.35,114.63,2.97,0
5.02,144.01,375.85,1.27,380.86,731.27,6.09,93.94,1.4,0
6.72,274.17,358.82,0.24,643.23,89.52,9.75,28.81,4.82,0
7.8,294.55,113.03,4.01,442.52,537.11,10.85,64.61,1.7,0
8.0,264.4,89.25,4.49,606.22,886.76,4.76,64.68,6.66,0
6.16,353.1,69.37,2.23,136.01,2402.4,4.55,129.94,4.72,0
7.72,423.73,679.16,0.74,85.15,2388.89,2.29,42.49,4.96,0
7.04,364.78,917.48,0.81,17.55,2177.02,8.18,90.58,12.47,0
6.64,57.72,22.05,1.26,88.09,14135.79,1.05,100.03,1.48,0
7.2,444.9,310.24,2.14,262.33,2385.48,2.0,57.0,1.47,0
8.1,260.78,270.37,0.0,239.88,26.79,8.22,19.48,1.45,0
8.35,383.44,112.14,0.5,113.61,2115.12,11.45,16.97,0.94,0
6.67,281.29,110.5,0.25,283.72,2234.7,2.9,102.23,4.34,0
6.55,951.45,1080.77,3.86,184.91,2719.79,4.71,118.05,4.2,0
7.38,201.36,393.15,4.45,376.01,11312.49,2.11,106.86,1.67,0
7.2,48.05,251.88,0.19,137.52,1833.4,11.76,71.27,0.59,0
6.84,91.08,285.53,1.28,175.08,1313.74,10.4,15.39,0.09,0
9.87,73.08,294.97,2.44,284.54,1449.1,1.15,67.4,0.08,0
6.97,156.55,134.99,0.18,307.88,2094.45,6.53,226.13,1.45,0
5.13,305.37,484.09,2.72,129.79,2641.66,5.39,128.95,5.16,0
6.04,304.08,190.33,1.37,291.75,1843.04,11.98,101.98,5.42,0
6.2,689.95,913.66,0.86,456.5,935.14,7.52,5.42,3.88,0
6.74,944.04,72.65,1.75,87.66,1309.01,7.72,74.25,4.5,0
8.38,225.97,545.3,2.16,106.59,1305.36,9.57,74.47,1.25,0
6.69,102.1,274.86,1.73,90.7,1068.41,11.93,199.71,12.35,0
8.33,39.83,123.71,3.32,287.32,509.19,11.36,55.01,3.78,0
8.05,98.1,1080.44,3.85,158.16,2380.36,5.94,12.95,2.58,0
9.86,564.33,334.33,2.17,522.11,1620.27,11.78,49.91,5.25,0
5.48,68.85,298.14,1.47,660.04,2520.36,0.1,123.24,1.44,0
8.37,249.19,207.04,2.93,191.78,1460.13,11.46,39.47,1.17,0
7.23,438.05,227.64,1.07,145.66,156.6,1.3,87.2,1.8,0
8.33,851.33,44.29,4.17,321.89,1002.23,10.35,35.6,1.98,0
7.66,347.62,237.24,4.29,521.75,1791.07,8.82,41.09,1.64,0
6.45,439.45,202.13,1.0,549.89,765.69,9.72,99.02,2.95,0
6.05,108.76,301.83,4.44,264.7,39821.08,4.35,27.85,2.69,0
7.42,305.53,224.89,2.31,161.14,2356.67,6.99,102.55,0.2,0
7.42,101.21,264.32,3.27,83.56,1664.02,5.56,99.64,4.93,1
6.8,973.32,275.89,2.83,101.23,2299.7,16.15,43.11,8.63,0
6.29,289.51,744.74,2.69,130.42,2173.69,10.46,41.35,1.47,0
7.98,78.31,310.65,1.62,342.49,1321.25,6.02,25.47,3.73,1
6.06,409.4,79.1,0.31,107.94,879.33,10.22,102.14,5.38,0
5.08,74.81,164.33,2.02,178.87,2097.62,5.96,59.5,7.76,0
8.01,710.15,,2.53,85.54,271.98,3.29,17.5,1.36,0
6.75,420.41,396.77,2.78,320.92,831.25,16.64,59.61,4.19,0
6.66,352.27,89.7,0.63,456.12,1386.69,9.69,40.4,1.0,0
7.61,279.69,924.98,2.65,62.01,2660.21,10.84,121.16,1.0,0
,169.83,277.37,0.57,373.63,1366.84,11.76,34.25,4.35,0
7.32,301.78,266.85,3.7,87.22,1398.7,9.86,37.68,1.36,1
7.3,283.98,308.43,3.89,61.09,774.65,5.05,22.51,2.8,1
6.17,231.32,236.36,3.6,141.3,2046.7,8.04,35.28,3.7,0
7.43,343.17,286.93,1.74,85.62,700.96,8.29,139.11,4.31,0
7.54,360.07,304.48,2.13,50.23,25916.66,11.34,57.63,11.31,0
8.34,283.93,875.56,1.73,242.94,294.35,4.7,32.48,0.88,0
8.55,616.1,153.47,0.13,170.05,647.38,8.25,68.09,1.71,0
7.08,408.66,143.04,2.37,106.33,1119.98,10.36,118.16,2.07,0
6.51,168.56,968.17,3.04,317.55,1772.9,11.42,185.72,3.47,0
6.66,323.56,207.38,3.42,231.15,472.07,11.46,84.24,3.12,0
6.05,127.11,263.02,3.14,291.76,2174.34,8.99,15.63,2.58,0
6.6,888.69,248.31,4.0,138.27,2117.65,4.43,73.83,1.66,0
7.24,134.77,743.57,1.33,75.43,281.1,0.01,2.96,5.03,0
6.16,87.57,472.42,4.22,63.85,1319.37,4.2,89.98,4.6,0
6.03,119.53,304.05,0.7,357.13,341.54,8.86,95.21,1.19,0
,51.01,82.42,1.9,140.34,191.94,1.77,189.08,1.0,0
7.37,1082.97,79.74,4.27,38.17,1201.58,4.55,119.34,13.59,0
6.44,264.5,971.27,0.22,141.16,,7.0,80.39,3.88,0
8.23,131.49,108.73,1.64,345.37,2321.18,7.82,9.03,3.38,0
6.8,174.55,187.21,4.33,248.88,1266.86,11.39,47.56,4.77,0
6.88,381.31,237.85,3.15,326.87,567.71,9.96,29.36,1.82,1
8.46,448.46,295.13,2.33,334.07,778.51,7.82,176.42,3.62,0
7.6,146.74,374.73,1.46,57.63,661.92,7.57,14.3,5.46,0
7.08,386.4,192.86,6.44,213.0,453.39,7.71,43.03,1.18,0
6.6,412.31,236.12,2.12,174.91,2167.2,10.34,92.96,3.55,0
7.82,221.54,1035.84,2.86,285.59,426.84,11.85,126.42,3.62,0
6.39,229.13,275.94,2.17,111.16,454.56,11.76,102.24,4.35,0
7.97,353.4,244.59,1.56,379.29,1581.33,3.66,130.94,1.64,0
5.55,138.75,388.55,1.38,194.02,1954.01,8.77,67.93,4.81,0
7.16,254.26,706.49,1.17,147.37,96.65,0.4,32.35,4.57,0
7.6,724.33,273.55,2.23,211.8,1577.48,8.49,45.48,1.31,0
7.96,156.85,251.26,2.28,171.66,2587.76,11.13,88.05,2.07,0
7.53,108.65,198.07,2.43,325.87,,10.4,122.12,0.72,0
5.72,395.06,227.68,0.45,286.74,2167.32,7.74,110.96,2.1,0
6.99,193.64,188.17,0.88,191.91,2776.18,7.6,41.11,0.53,0
6.13,210.61,252.98,1.49,63.62,419.0,4.87,1.34,1.4,1
8.4,313.19,601.41,0.59,53.55,1965.38,1.72,113.5,2.81,0
8.79,340.89,350.8,3.41,305.35,719.67,6.82,115.34,1.25,0
7.92,396.19,211.15,3.93,215.93,755.91,11.78,21.95,1.83,0
8.1,178.2,355.95,5.84,21.24,1932.71,9.05,26.64,1.23,0
6.49,947.14,96.55,2.18,399.47,281.43,8.67,21.33,1.88,0
7.07,176.21,662.0,3.92,323.0,2632.1,4.45,8.04,5.04,0
6.25,408.47,907.13,2.65,186.06,2510.12,1.58,78.81,1.32,0
7.8,83.03,168.1,0.17,165.63,80.69,11.74,17.58,4.08,0
5.52,275.1,191.31,1.38,10.09,1984.0,5.32,36.66,2.01,0
7.51,250.24,156.7,3.04,322.2,755.37,11.15,21.05,1.75,0
6.48,171.13,61.11,4.48,83.72,2721.46,4.85,152.98,2.13,0
8.48,356.71,194.55,2.62,312.57,2488.34,8.57,4.97,1.97,0
7.34,150.85,,3.04,462.9,2412.19,0.42,14.06,1.69,0
7.18,188.62,77.44,1.56,699.57,286.34,5.18,52.82,5.61,0
9.79,270.78,281.8,0.34,252.51,1632.26,4.4,20.99,5.03,0
5.84,79.67,224.31,2.97,220.88,1943.17,3.6,110.52,1.38,0
7.01,431.91,299.24,3.72,299.28,2590.73,10.8,7.79,4.01,0
8.38,345.94,211.22,2.99,399.67,802.41,7.48,4.31,9.45,0
5.93,71.58,1018.19,3.4,231.29,91.59,8.13,7.24,4.29,0
9.06,164.3,556.01,2.98,219.39,2056.87,4.61,3.79,3.01,0
6.73,256.28,154.72,5.49,52.08,997.02,11.0,33.02,4.65,0
6.89,187.61,315.89,1.61,70.29,1825.89,9.67,52.79,3.51,0
8.15,421.63,74.77,3.45,309.34,1153.59,14.93,26.61,13.05,0
8.12,438.99,599.5,4.44,119.35,495.42,5.21,142.06,3.55,0
7.98,232.5,279.06,0.88,265.24,1054.21,5.01,0.85,1.53,1
8.16,366.18,270.09,2.42,219.46,1175.28,7.86,48.78,3.74,1
7.93,169.31,142.56,0.93,121.88,2662.12,4.15,88.21,3.35,0
6.22,58.45,130.7,2.93,161.07,2458.76,10.75,9.38,0.31,0
7.36,438.69,398.66,3.76,580.86,1814.76,2.19,12.7,1.88,0
6.5,956.53,244.75,3.35,778.48,2592.92,9.32,109.18,2.55,0
6.57,211.29,932.17,0.4,328.03,567.81,8.0,57.0,5.42,0
8.33,227.31,,3.81,161.57,1242.06,8.14,82.85,0.37,1
6.32,436.59,177.58,1.6,323.02,2103.94,8.09,28.03,2.36,0
8.29,268.53,382.1,0.62,312.14,1212.4,4.26,29.11,3.56,0
5.05,682.98,168.95,4.37,327.79,1688.81,11.76,122.89,4.69,0
7.5,266.9,47.92,0.43,328.4,2043.32,8.64,11.09,2.36,0
,364.32,225.17,2.48,69.94,739.2,4.83,30.57,1.37,0
6.32,141.55,329.46,1.08,372.34,345.98,8.65,26.03,4.84,0
6.38,93.08,173.09,4.43,142.24,2221.69,6.58,113.48,2.39,0
6.75,40.81,332.16,3.65,300.27,1186.88,1.79,57.75,1.71,0
7.79,253.34,259.96,3.06,270.13,2243.03,10.94,59.64,1.73,0
5.47,205.33,296.52,3.25,369.03,152.08,5.4,52.01,13.49,0
7.33,159.55,129.73,0.32,379.89,363.09,17.27,93.23,2.5,0
6.05,347.01,158.76,3.98,229.42,188.17,9.51,3.82,5.16,0
6.31,93.74,226.87,0.31,224.03,1604.1,11.93,16.18,4.09,0
6.38,279.27,364.59,2.53,317.93,1606.31,1.52,100.49,1.53,0
8.33,447.14,82.14,0.31,142.75,655.01,9.63,83.97,1.67,0
8.2,305.86,86.17,3.46,102.2,687.15,5.26,122.75,4.55,0
8.11,101.38,94.32,0.39,283.99,1930.22,3.05,66.55,1.96,0
6.42,174.51,452.61,7.22,155.21,1883.15,4.67,128.76,4.72,0
9.05,358.9,760.27,2.76,399.12,2585.94,9.69,71.68,4.34,0
7.24,275.18,218.59,3.01,197.78,1013.47,0.5,58.1,1.55,1
